text_a	text_b	label
网友爆料：谢霆锋为了孩子，再次抛弃王菲，和张柏芝复合！	谢霆锋和张柏芝疑似复合 谢母狄波拉已证实	agreed
曹艳两岁女儿在济宁大润发被拐？谣言！	又一5岁女童被拐？这个谣言这次发生在长沙 你转发了吗？	unrelated
新交通法规2010年4月1日全文	最新交通法规扣分细则2017	unrelated
明天起：汽车年审新规正式施行，将取消5项收费！车主互相转告！	明年起：汽车年审新规施行，取消5个收费项目！互相告知！	agreed
网传保定一名交警发生车祸生死不明	保定网警辟谣｜网传保定一名交警发生车祸生死不明为谣言信息	disagreed
刘明炜高考准考证丢失	「谣言」浏阳一中“刘明炜”同学的高考准考证又丢了？	disagreed
白头发不要染！淀粉这么用，三十年的白头发1夜间变黑！告别染发	再也不要去染发了，这招很实用又健康	unrelated
口臭，口腔溃疡烦不甚烦，我来一招轻松搞定	一招教你迅速去除口臭与口腔溃疡，一次见效，永不复发！	agreed
张继科被爆和马苏有一腿，已被乒联除名	德国男乒内讧致决赛脆败？前中国国手辟谣并无此事！	unrelated
网传海口大英村发生砍人事件？海口网警提醒切勿传谣	猇亭男子朋友圈造谣“杀人分尸案”被拘（法院一周新闻）	unrelated
河南长葛市两人散布银行将倒闭谣言被行拘	仙桃一男子微信群里散布“偷小孩”谣言 被警方依法行政拘留	unrelated
监控实拍车祸现场灵异惊人一幕 疑发光鬼魂闪过救人	奇闻怪事 监控拍下惊人一幕!	agreed
最新UFO飞碟目击录像—NASA泄漏视频证明了外星人存在	拒绝节食减肥，这样吃快速燃烧脂肪，维持血液清澈	unrelated
抽烟到40岁肺部全黑了 睡前喝了它 彻底排出10年烟草毒！	「辟谣」戳穿烟草业的弥天大谎：抽烟真能抽出军费来？	unrelated
《楚乔传2》年底开拍，演员表让人惊喜！马蓉自荐赵丽颖神回复！	马蓉自荐《楚乔传2》女主,赵丽颖回应打脸_	agreed
结婚的时候，你们的房产证上会写谁的名字？	凉凉！房产证上写了你名字，房子也未必是你的！	unrelated
没红时一个样，红了之后就变得目中无人的6大明星	没走红的时候为人低调，红了之后就变得目中无人的5大明星	agreed
严惩！30多人被查实，五人被拘，网络造谣传谣者戒！	咸宁一网民因发布“涉恐谣言”被行政拘留五日	unrelated
江苏新腾化工厂发生特大爆炸	护肤品引起白癜风,大家要谨慎啊	unrelated
口干、口苦，警惕前列腺，洋葱川椒八角加它泡水喝，七天见效！	前列腺别害怕，洋葱配它5天去根，百试百灵，快存！	unrelated
怀孕真的不能吃螃蟹和兔肉？看了这个孕妇的经历，我恐惧了	怀孕期间吃羊肉宝宝会发羊癫？这些谣言你们听过多少个	unrelated
农村老人新增四项补贴金，退休加养老钱一起发！老农民享福了吗？	注意：农民自建房新增四项补贴，有需要的速速申请！	unrelated
汽车尾气比雾霾还干净	「蜡笔小新」小孩子不能喝饮料	unrelated
市教育考试院提醒：高考季网络谣言别中招	高考大谣言1. XX的准考证丢了！“	unrelated
王菲李亚鹏共度中秋复合有望？谢霆锋疑吃醋发文表不满	王菲、李亚鹏复合有望，谢霆锋将何去何从！	agreed
中国驻菲律宾大使馆:菲护照持有人暂停赴华	睡前练习10分钟瑜伽，一觉睡到大天亮！保证不失眠	unrelated
今天早上，狗仔曝光了冯绍峰和郭碧婷的恋情	深扒冯绍峰和郭碧婷的恋情，冯绍峰可能谈了个假恋爱	agreed
范冰冰李晨结婚了!奉子成婚排场大？	李晨和范冰冰准备奉子成婚吗?范冰冰的公开声明竟证明这一切!	unrelated
红枣和它搭着吃，等于“自杀”，你肯定还没了解过！	天冷了，可以贴个暖宝宝 什么，暖宝宝有辐射会致癌！？	unrelated
传周迅买通狗仔封锁婚变消息	赵薇ins晒和周迅合照，力破二人不和谣言！	unrelated
对话旅行の青蛙：火爆背后隐藏是测试使用者的生育意愿？	蛙儿子只是玩家的幻想《旅行青蛙》团队辟谣	unrelated
农村的村干部应该有哪些人来当？看看国家出台的新规	《微微一笑很倾城2》阵容曝光杨洋张雪迎组CP 郑爽被换？	unrelated
手机号可以算出你的年龄	一个手机号轻松算出你的年龄 不信你试试	agreed
人类竟然被外星人囚禁在地球	惊天大秘密!地球竟是外星人囚禁人类所设的监狱	agreed
男人喝豆浆会变得女性化？科学证据是这样的！	喝豆浆致癌？这一谣言套路专家来解锁	unrelated
张一山与杨紫CP要破裂？“刘星”公布恋情	张一山恋情再次被公开 网友：余罪不愧是社会人	unrelated
崩盘了，房子如白菜价，带园子别墅仅卖三万多，仍无人问津	中国房价真的要暴跌？不要幻想了！3大信号道破楼市真相	unrelated
尹相杰终于等到于文华！婚礼现场两人深情献唱，宾客听的掩面痛哭	朱之文婚礼上拉于文华的手深情献唱，尹相杰看吃醋了！	unrelated
网传河池某县抬棺材过桥死19人！	「辟谣」关于网传南阳某小区发生掐死小孩的视频的声明！	unrelated
2018年，部分农村退出宅基地，一亩补偿10万，你会退出吗？	一年内，部分农村地区有“喜事”了！参与就可至少领取10万补偿	agreed
外卖小哥，零晨街头痛哭！	外卖小哥凌晨路边痛哭 背后故事竟如此心酸	agreed
太危险了，青椒与它同吃竟能致命！	太危险了，青椒与它同吃竟能致命	agreed
17岁少女车祸离世，连续几天给父亲托梦，最终决定令人心痛	17岁少女车祸离世，连续几天托梦给父亲，最终决定太令人心痛	agreed
腰间盘突出的“特效药”，枸杞配上它治愈多年腰椎病，绝不含糊！	马蓉又去海口约会？新男友贴心帮提行李，王宝强携两美女下乡养猪	unrelated
宋祖德爆料邓超出轨，邓超这次是不是真的中枪了？	邓超说绝不出轨孙俪，原因居然这么简单	unrelated
有独生子女证的家庭，能领千元补贴？专家解释，每月10元是有的	「辟谣」莱芜有独生子女证的，现在起每年可领到19200元？	unrelated
2017农民不种地也能领补贴	2017农民不种地每亩能领1300补贴？有人说种地补贴更多	agreed
吃蟹黄致癌？！正值吃蟹的季节六安人不看这篇就亏大了！	蒸煮东西不能用自来水？安徽省食药监局：谣言	unrelated
火星曾存在过高级文明！因核战争而毁灭，NASA发现关键证据！	刘强东娶奶茶妹，前妻从美国回来了，还掌权了京东，这场面尴尬了	unrelated
空腹吃水果伤身？请先给我来一筐~	反季水果不能吃？【谣言】夏季结束，“	unrelated
80岁谢贤令女友怀孕 宝刀未老是在给谢霆锋和王菲做榜样吗	王菲怀孕？谢霆锋霸气回答让人惊出一身冷汗！	unrelated
2018年秸秆补贴来了，每项补助1万元到1000万元	秋天皮肤干燥洗脸学会这3招，肌肤越洗越白，几乎被人忽略了	unrelated
「警情通报」网传平顶山市双楼乡麦田发生火灾系谣言	网称郧阳二桥“发生汽车爆炸”系谣言	unrelated
俄方警告：朝鲜半岛若爆发战争将导致“美国不可接受的伤亡”	特朗普德州视察飓风灾情 联邦政府澄清谣言	unrelated
房间放上它，蚊子死光光，还不伤身体！	暴瘦腰腹两侧赘肉，瘦大腿，每天五组，每组四十个，七天暴瘦十斤	unrelated
如果霍建华出轨胡歌，我一定选择原谅他们。并且祝福他们。	白百何出轨后，被强行拉姻缘，宋祖德：你和胡歌很配	unrelated
河道男尸双肾被摘除？三名孩子被撞？假的！	网警辟谣：泰城有道士用迷药冒充洗衣粉推销？	unrelated
你喜欢嗑瓜子吗？原来嗑瓜子也能治病？今天才知道！	老中医告诉你，原来嗑瓜子也能治病？今天才知道！	agreed
公公强吻儿媳后两家人现场斗殴？现场视频系张冠李戴	网传小米8周年纪念版配置单和价格 官方澄清：系恶搞	unrelated
穷人的机会来了，2018抓住这五大行业，傻子都能赚钱！_2	穷人的机会来了，2018抓住这五大行业，傻子都能赚钱！_9	agreed
农民能享受的10大政府特别补助，农村人得知道	现在农业户口取消 农民依然还可以享受各类农业补助吗	unrelated
真人真事，19岁少女嫁42岁老汉，俩人生活在大桥底下	19岁少女嫁42岁老汉，俩人大桥底下“生子”相依为命	agreed
孩子发烧要首选物理降温方式	孩子发热后首选物理降温	agreed
第四套人民币评级币，退市后价格猛涨，快看你手里有吗？	你还在犹豫要不要收藏第四套人民币吗？现在的价格已翻涨多倍！	agreed
柠檬水这样喝才能瘦，快速减肥，不反弹	出生几天就要给宝宝喝中药去胎毒	unrelated
人类可以通过量子态实现永生吗？	谷歌工程总监：人类将在2029年开始实现永生	unrelated
港版天龙八部阿朱卖保险为生 细数境况凄惨的明星	还记得港版《天龙八部》里的阿朱吗？如今转行靠卖保险生存	agreed
六小龄童因和鹿晗同场遭驱赶，转移场地后观众只剩下几人	58的岁六小龄童因和鹿晗撞场而遭驱赶！	agreed
深度剖析薛之谦与李雨桐丑闻微博开撕，薛之谦从此退出娱乐圈？	薛之谦为啥退出娱乐圈？这5位明星朋友的行为令人讽刺！	unrelated
宋祖德曝周星驰儿子已经10岁 跟风卓伟？娱乐圈两大毒瘤	周星驰有10岁儿子？盘点冒出私生子的明星	unrelated
农民注意了，农村这些人的户口会被注销，土地也会被收回！	注意啦！农村这些农民的户口会被注销，土地也会被收回！	agreed
不求客服，不用投诉，如何简单方便办理移动8元保号套餐	应该快了！联通回应改套餐传言：老用户依然不支持，正在优化中	unrelated
和迪丽热巴cp已下线 鹿晗新电影女主竟是她!	钟汉良新戏《沙漏》，待定男女主竟是鹿晗郑爽？网友：必定爆红！	unrelated
少女节食减肥不吃晚饭，俩个月廋10斤成胃穿孔	不吃晚饭最减肥？谣言大揭秘！	disagreed
“食品谣言”何以每次都能“妖言惑众”？	辟谣：昆明已有3167个人吃杨梅、李子感染SK5病毒？假的！	unrelated
土豆可以给手机手机充电？看完再也不怕没电了！	《三生三世枕上书》开拍惹期待，杨幂迪丽热巴比美，最亮眼不过他	unrelated
范冰冰疑似怀孕，李晨升级当奶爸，什么时候大婚呢？	一夜惊喜：范冰冰竟意外怀孕，居然还不知道孩子是谁的	unrelated
紫菜是塑料做的，粉丝也是塑料做的，塑料君最近真的好忙	你想看的“塑料大米”谣言这里通通都有	unrelated
182斤减到101斤，柠檬泡水喝，减掉十斤肉，赶快了解下	月子期婆婆老妈死活不让洗头洗澡，身上都快臭了！	unrelated
老农的疑惑：为啥城市一户多宅合法，而农村房屋却不能随意买卖？	城里人可以合法一户多宅，农村房屋却不能随意买卖，到底是为啥！	agreed
吃大盘鸡、泡椒凤爪能感染H7N9？	辟谣｜深圳男子因吃大盘鸡感染H7N9死亡？这是谣言！	unrelated
吃货们注意了，晚上吃它，等于是自杀！	这四种食物吃进去，等于慢性自杀	unrelated
49岁大妈巧用白醋洗脸，坚持用两次，皮肤水嫩细腻，年轻10岁	穿开裆裤 危害居然这么大！宝妈注意：宝宝夏季穿开裆裤坏处多	unrelated
她是黄晓明伤的最深的人，如今43岁成国民婆婆	胡可黄晓明分手原因是什么 总觉得胡可不够爱沙溢	unrelated
滴滴打车近日体验越来越差，会倒闭吗？	空姐刚过去，滴滴又出现垃圾人物，滴滴公司面估计临倒闭	unrelated
伊利公告称董事长潘刚在国外治病，将缺席今年博鳌亚洲论坛	金色财经陷入“微博门” 官方辟谣：图片系诽谤	unrelated
特斯拉有计划在广东独资建厂 厂址都选好了	特斯拉拟在广东独资建厂 联姻腾讯未出“蜜月”	agreed
茶叶水加它洗头，不管白发多凶，三分钟漆黑似墨，告别染发	洗发水和它混合洗头，白头发会越来越少，再也不用花钱去染发了！	unrelated
女人在外面干了“坏事”，会有这4个表现！	“夜深了，女人有这三个表现，说明她在外面偷吃了，你懂吗”	agreed
